stage,dataset,method,cell,seed,mae,rmse,r2,mae_raw,raw_pvr,proj_pvr,accept_rate,k0_labelfree,n_refine_iters
e4,calce,no_gate,CS2_34,256,3.862088822701888,4.762777710922784,0.8856188307687812,6.7697296142578125,72.0,0.0,100.0,0.35,14.0
e4,calce,no_anchor,CS2_34,256,3.4670918575444305,4.087539711186139,0.9157523342883693,28.525070190429688,93.6774193548387,0.0,21.805896805896808,0.35,14.0
e4,calce,no_projection,CS2_34,256,3.4708443756959384,4.09183930201657,0.9155750046340401,27.893077850341797,93.6774193548387,0.0,21.58067158067158,0.35,14.0
e4,calce,direct_proj,CS2_34,256,3.4715673360059913,4.0924678845327005,0.9155490641470292,27.59370994567871,93.80645161290323,0.0,,,
e1,calce,direct,CS2_35,256,22.480289459228516,24.906176482011947,-1.457984209060669,22.480289459228516,78.86266094420601,,,,
e2,calce,coral,CS2_35,256,18.40380859375,21.720237274840958,-0.8693649768829346,18.40380859375,65.02145922746782,,,,
e2,calce,self_train,CS2_35,256,20.127017974853516,22.35715083823329,-0.9806051254272461,20.127017974853516,78.11158798283262,,,,
e2,calce,dann,CS2_35,256,21.075061798095703,23.23530622923671,-1.1392512321472168,21.075061798095703,77.78969957081546,,,,
e3,calce,hipif,CS2_35,256,3.789130675673956,4.474643754499389,0.9206618865850595,20.27510643005371,77.78969957081546,0.0,19.356885974190817,0.35,14.0
e4,calce,no_gate,CS2_35,256,4.139603785897097,5.739520709686261,0.8694682400197312,4.4381890296936035,12.017167381974248,0.0,100.0,0.35,14.0
e4,calce,no_anchor,CS2_35,256,3.8768857726005805,4.61540286862111,0.9155918910739762,21.639678955078125,78.43347639484979,0.0,19.420351174106198,0.35,14.0
