stage,dataset,method,cell,seed,mae,rmse,r2,raw_pvr
e8,calce,Transformer_direct,CS2_37,123,18.399721145629883,20.129432711313473,-0.622316837310791,73.57762777242044
e8,calce,Transformer_direct_proj,CS2_37,123,4.9680116962352585,6.144329755177154,0.8488453297806615,73.57762777242044
e8,calce,Transformer_direct,CS2_38,123,18.74138832092285,20.51649667321854,-0.6732951402664185,72.39776951672863
e8,calce,Transformer_direct_proj,CS2_38,123,4.926325154828826,6.13935348783258,0.8501656394157585,72.39776951672863
e8,calce,GRU_direct,CS2_33,2024,15.135435104370117,17.706077713267874,0.08385586738586426,68.82217090069284
e8,calce,GRU_direct_proj,CS2_33,2024,5.962048508314874,8.355996724192904,0.7959598879692711,68.82217090069284
e8,calce,GRU_direct,CS2_34,2024,12.889849662780762,15.841195707563003,-0.26534759998321533,78.32258064516128
e8,calce,GRU_direct_proj,CS2_34,2024,3.5342831701750987,5.072615265922562,0.8702528713986686,78.32258064516128
e8,calce,GRU_direct,CS2_35,2024,15.838658332824707,17.643448933901873,-0.23347949981689453,68.45493562231759
e8,calce,GRU_direct_proj,CS2_35,2024,5.479817811465785,7.52388668460623,0.7756895888421135,68.45493562231759
e8,calce,GRU_direct,CS2_36,2024,16.24164581298828,18.43165045581623,-0.08983147144317627,67.52312435765673
e8,calce,GRU_direct_proj,CS2_36,2024,6.4638550220411375,8.759534706918975,0.7538539017178831,67.52312435765673
